date,realGDP_(qrt),consumerPriceIndex_(mo),consumerSentiment_(mo),retailSales_(mo),fedFundRate_(d)
2006-03-16,3729.338,199.8,88.9,326153,4.55
2006-03-17,3729.338,199.8,88.9,326153,4.60
2006-03-20,3729.338,199.8,88.9,326153,4.55
2006-03-21,3729.338,199.8,88.9,326153,4.54
2006-03-22,3729.338,199.8,88.9,326153,4.58
2006-03-23,3729.338,199.8,88.9,326153,4.64
2006-03-24,3729.338,199.8,88.9,326153,4.69
2006-03-27,3729.338,199.8,88.9,326153,4.77
2006-03-28,3729.338,199.8,88.9,326153,4.70
2006-03-29,3729.338,199.8,88.9,326153,4.69
2006-03-30,3729.338,199.8,88.9,326153,4.76
2006-03-31,3729.338,199.8,88.9,326153,5.00
2006-04-03,3836.061,201.5,87.4,316526,4.87
2006-04-04,3836.061,201.5,87.4,316526,4.76
2006-04-05,3836.061,201.5,87.4,316526,4.76
2006-04-06,3836.061,201.5,87.4,316526,4.76
2006-04-07,3836.061,201.5,87.4,316526,4.76
2006-04-10,3836.061,201.5,87.4,316526,4.78
2006-04-11,3836.061,201.5,87.4,316526,4.74
2006-04-12,3836.061,201.5,87.4,316526,4.78
2006-04-13,3836.061,201.5,87.4,316526,4.82
2006-04-14,3836.061,201.5,87.4,316526,4.80
2006-04-17,3836.061,201.5,87.4,316526,4.78
2006-04-18,3836.061,201.5,87.4,316526,4.72
2006-04-19,3836.061,201.5,87.4,316526,4.70
2006-04-20,3836.061,201.5,87.4,316526,4.73
2006-04-21,3836.061,201.5,87.4,316526,4.74
2006-04-24,3836.061,201.5,87.4,316526,4.77
2006-04-25,3836.061,201.5,87.4,316526,4.74
2006-04-26,3836.061,201.5,87.4,316526,4.73
2006-04-27,3836.061,201.5,87.4,316526,4.79
2006-04-28,3836.061,201.5,87.4,316526,4.86
2006-05-01,3836.061,202.5,79.1,337393,4.84
2006-05-02,3836.061,202.5,79.1,337393,4.79
2006-05-03,3836.061,202.5,79.1,337393,4.81
2006-05-04,3836.061,202.5,79.1,337393,4.83
2006-05-05,3836.061,202.5,79.1,337393,4.83
2006-05-08,3836.061,202.5,79.1,337393,4.88
2006-05-09,3836.061,202.5,79.1,337393,4.78
2006-05-10,3836.061,202.5,79.1,337393,4.88
2006-05-11,3836.061,202.5,79.1,337393,4.99
2006-05-12,3836.061,202.5,79.1,337393,5.01
2006-05-15,3836.061,202.5,79.1,337393,5.01
2006-05-16,3836.061,202.5,79.1,337393,4.98
2006-05-17,3836.061,202.5,79.1,337393,4.96
2006-05-18,3836.061,202.5,79.1,337393,5.00
2006-05-19,3836.061,202.5,79.1,337393,5.00
2006-05-22,3836.061,202.5,79.1,337393,5.00
2006-05-23,3836.061,202.5,79.1,337393,4.94
2006-05-24,3836.061,202.5,79.1,337393,4.90
2006-05-25,3836.061,202.5,79.1,337393,5.01
2006-05-26,3836.061,202.5,79.1,337393,4.99
2006-05-29,3836.061,202.5,79.1,337393,4.99
2006-05-30,3836.061,202.5,79.1,337393,5.02
2006-05-31,3836.061,202.5,79.1,337393,5.05
2006-06-01,3836.061,202.9,84.9,330844,5.02
2006-06-02,3836.061,202.9,84.9,330844,4.97
2006-06-05,3836.061,202.9,84.9,330844,5.01
2006-06-06,3836.061,202.9,84.9,330844,4.99
2006-06-07,3836.061,202.9,84.9,330844,4.99
2006-06-08,3836.061,202.9,84.9,330844,5.02
2006-06-09,3836.061,202.9,84.9,330844,5.00
2006-06-12,3836.061,202.9,84.9,330844,5.01
2006-06-13,3836.061,202.9,84.9,330844,5.00
2006-06-14,3836.061,202.9,84.9,330844,5.00
2006-06-15,3836.061,202.9,84.9,330844,5.02
2006-06-16,3836.061,202.9,84.9,330844,4.94
2006-06-19,3836.061,202.9,84.9,330844,4.95
2006-06-20,3836.061,202.9,84.9,330844,4.92
2006-06-21,3836.061,202.9,84.9,330844,4.91
2006-06-22,3836.061,202.9,84.9,330844,4.98
2006-06-23,3836.061,202.9,84.9,330844,4.98
2006-06-26,3836.061,202.9,84.9,330844,5.03
2006-06-27,3836.061,202.9,84.9,330844,5.02
2006-06-28,3836.061,202.9,84.9,330844,5.06
2006-06-29,3836.061,202.9,84.9,330844,5.08
2006-06-30,3836.061,202.9,84.9,330844,5.05
2006-07-03,3833.693,203.5,84.7,325905,5.25
2006-07-04,3833.693,203.5,84.7,325905,5.25
2006-07-05,3833.693,203.5,84.7,325905,5.25
2006-07-06,3833.693,203.5,84.7,325905,5.24
2006-07-07,3833.693,203.5,84.7,325905,5.22
2006-07-10,3833.693,203.5,84.7,325905,5.24
2006-07-11,3833.693,203.5,84.7,325905,5.25
2006-07-12,3833.693,203.5,84.7,325905,5.27
2006-07-13,3833.693,203.5,84.7,325905,5.26
2006-07-14,3833.693,203.5,84.7,325905,5.26
2006-07-17,3833.693,203.5,84.7,325905,5.28
2006-07-18,3833.693,203.5,84.7,325905,5.22
2006-07-19,3833.693,203.5,84.7,325905,5.23
2006-07-20,3833.693,203.5,84.7,325905,5.24
2006-07-21,3833.693,203.5,84.7,325905,5.23
2006-07-24,3833.693,203.5,84.7,325905,5.24
2006-07-25,3833.693,203.5,84.7,325905,5.24
2006-07-26,3833.693,203.5,84.7,325905,5.24
2006-07-27,3833.693,203.5,84.7,325905,5.27
2006-07-28,3833.693,203.5,84.7,325905,5.26
2006-07-31,3833.693,203.5,84.7,325905,5.31
2006-08-01,3833.693,203.9,82.0,339155,5.27
2006-08-02,3833.693,203.9,82.0,339155,5.25
2006-08-03,3833.693,203.9,82.0,339155,5.27
2006-08-04,3833.693,203.9,82.0,339155,5.25
2006-08-07,3833.693,203.9,82.0,339155,5.24
2006-08-08,3833.693,203.9,82.0,339155,5.26
2006-08-09,3833.693,203.9,82.0,339155,5.25
2006-08-10,3833.693,203.9,82.0,339155,5.24
2006-08-11,3833.693,203.9,82.0,339155,5.24
2006-08-14,3833.693,203.9,82.0,339155,5.26
2006-08-15,3833.693,203.9,82.0,339155,5.24
2006-08-16,3833.693,203.9,82.0,339155,5.17
2006-08-17,3833.693,203.9,82.0,339155,5.20
2006-08-18,3833.693,203.9,82.0,339155,5.25
2006-08-21,3833.693,203.9,82.0,339155,5.24
2006-08-22,3833.693,203.9,82.0,339155,5.24
2006-08-23,3833.693,203.9,82.0,339155,5.25
2006-08-24,3833.693,203.9,82.0,339155,5.25
2006-08-25,3833.693,203.9,82.0,339155,5.25
2006-08-28,3833.693,203.9,82.0,339155,5.25
2006-08-29,3833.693,203.9,82.0,339155,5.23
2006-08-30,3833.693,203.9,82.0,339155,5.25
2006-08-31,3833.693,203.9,82.0,339155,5.31
2006-09-01,3833.693,202.9,85.4,310775,5.25
2006-09-04,3833.693,202.9,85.4,310775,5.25
2006-09-05,3833.693,202.9,85.4,310775,5.26
2006-09-06,3833.693,202.9,85.4,310775,5.21
2006-09-07,3833.693,202.9,85.4,310775,5.23
2006-09-08,3833.693,202.9,85.4,310775,5.23
2006-09-11,3833.693,202.9,85.4,310775,5.24
2006-09-12,3833.693,202.9,85.4,310775,5.21
2006-09-13,3833.693,202.9,85.4,310775,5.26
2006-09-14,3833.693,202.9,85.4,310775,5.26
2006-09-15,3833.693,202.9,85.4,310775,5.25
2006-09-18,3833.693,202.9,85.4,310775,5.23
2006-09-19,3833.693,202.9,85.4,310775,5.21
2006-09-20,3833.693,202.9,85.4,310775,5.23
2006-09-21,3833.693,202.9,85.4,310775,5.24
2006-09-22,3833.693,202.9,85.4,310775,5.27
2006-09-25,3833.693,202.9,85.4,310775,5.30
2006-09-26,3833.693,202.9,85.4,310775,5.25
2006-09-27,3833.693,202.9,85.4,310775,5.30
2006-09-28,3833.693,202.9,85.4,310775,5.28
2006-09-29,3833.693,202.9,85.4,310775,5.34
2006-10-02,3916.851,201.8,93.6,312976,5.33
2006-10-03,3916.851,201.8,93.6,312976,5.25
2006-10-04,3916.851,201.8,93.6,312976,5.23
2006-10-05,3916.851,201.8,93.6,312976,5.23
2006-10-06,3916.851,201.8,93.6,312976,5.22
2006-10-09,3916.851,201.8,93.6,312976,5.22
2006-10-10,3916.851,201.8,93.6,312976,5.28
2006-10-11,3916.851,201.8,93.6,312976,5.25
2006-10-12,3916.851,201.8,93.6,312976,5.25
2006-10-13,3916.851,201.8,93.6,312976,5.21
2006-10-16,3916.851,201.8,93.6,312976,5.28
2006-10-17,3916.851,201.8,93.6,312976,5.21
2006-10-18,3916.851,201.8,93.6,312976,5.23
2006-10-19,3916.851,201.8,93.6,312976,5.22
2006-10-20,3916.851,201.8,93.6,312976,5.25
2006-10-23,3916.851,201.8,93.6,312976,5.24
2006-10-24,3916.851,201.8,93.6,312976,5.24
2006-10-25,3916.851,201.8,93.6,312976,5.26
2006-10-26,3916.851,201.8,93.6,312976,5.23
2006-10-27,3916.851,201.8,93.6,312976,5.23
2006-10-30,3916.851,201.8,93.6,312976,5.27
2006-10-31,3916.851,201.8,93.6,312976,5.31
2006-11-01,3916.851,201.5,92.1,323089,5.23
2006-11-02,3916.851,201.5,92.1,323089,5.22
2006-11-03,3916.851,201.5,92.1,323089,5.25
2006-11-06,3916.851,201.5,92.1,323089,5.24
2006-11-07,3916.851,201.5,92.1,323089,5.22
2006-11-08,3916.851,201.5,92.1,323089,5.22
2006-11-09,3916.851,201.5,92.1,323089,5.23
2006-11-10,3916.851,201.5,92.1,323089,5.23
2006-11-13,3916.851,201.5,92.1,323089,5.27
2006-11-14,3916.851,201.5,92.1,323089,5.25
2006-11-15,3916.851,201.5,92.1,323089,5.29
2006-11-16,3916.851,201.5,92.1,323089,5.25
2006-11-17,3916.851,201.5,92.1,323089,5.20
2006-11-20,3916.851,201.5,92.1,323089,5.25
2006-11-21,3916.851,201.5,92.1,323089,5.29
2006-11-22,3916.851,201.5,92.1,323089,5.26
2006-11-23,3916.851,201.5,92.1,323089,5.26
2006-11-24,3916.851,201.5,92.1,323089,5.24
2006-11-27,3916.851,201.5,92.1,323089,5.32
2006-11-28,3916.851,201.5,92.1,323089,5.24
2006-11-29,3916.851,201.5,92.1,323089,5.26
2006-11-30,3916.851,201.5,92.1,323089,5.31
2006-12-01,3916.851,201.8,91.7,380188,5.27
2006-12-04,3916.851,201.8,91.7,380188,5.22
2006-12-05,3916.851,201.8,91.7,380188,5.21
2006-12-06,3916.851,201.8,91.7,380188,5.22
2006-12-07,3916.851,201.8,91.7,380188,5.25
2006-12-08,3916.851,201.8,91.7,380188,5.25
2006-12-11,3916.851,201.8,91.7,380188,5.25
2006-12-12,3916.851,201.8,91.7,380188,5.23
2006-12-13,3916.851,201.8,91.7,380188,5.23
2006-12-14,3916.851,201.8,91.7,380188,5.29
2006-12-15,3916.851,201.8,91.7,380188,5.27
2006-12-18,3916.851,201.8,91.7,380188,5.21
2006-12-19,3916.851,201.8,91.7,380188,5.21
2006-12-20,3916.851,201.8,91.7,380188,5.26
2006-12-21,3916.851,201.8,91.7,380188,5.25
2006-12-22,3916.851,201.8,91.7,380188,5.24
2006-12-25,3916.851,201.8,91.7,380188,5.24
2006-12-26,3916.851,201.8,91.7,380188,5.29
2006-12-27,3916.851,201.8,91.7,380188,5.17
2006-12-28,3916.851,201.8,91.7,380188,5.25
2006-12-29,3916.851,201.8,91.7,380188,5.17
2007-01-01,3785.119,202.416,96.9,295284,5.17
2007-01-02,3785.119,202.416,96.9,295284,5.30
2007-01-03,3785.119,202.416,96.9,295284,5.28
2007-01-04,3785.119,202.416,96.9,295284,5.24
2007-01-05,3785.119,202.416,96.9,295284,5.21
2007-01-08,3785.119,202.416,96.9,295284,5.23
2007-01-09,3785.119,202.416,96.9,295284,5.25
2007-01-10,3785.119,202.416,96.9,295284,5.26
2007-01-11,3785.119,202.416,96.9,295284,5.27
2007-01-12,3785.119,202.416,96.9,295284,5.22
2007-01-15,3785.119,202.416,96.9,295284,5.22
2007-01-16,3785.119,202.416,96.9,295284,5.28
2007-01-17,3785.119,202.416,96.9,295284,5.25
2007-01-18,3785.119,202.416,96.9,295284,5.23
2007-01-19,3785.119,202.416,96.9,295284,5.25
2007-01-22,3785.119,202.416,96.9,295284,5.24
2007-01-23,3785.119,202.416,96.9,295284,5.26
2007-01-24,3785.119,202.416,96.9,295284,5.27
2007-01-25,3785.119,202.416,96.9,295284,5.31
2007-01-26,3785.119,202.416,96.9,295284,5.26
2007-01-29,3785.119,202.416,96.9,295284,5.26
2007-01-30,3785.119,202.416,96.9,295284,5.23
2007-01-31,3785.119,202.416,96.9,295284,5.33
2007-02-01,3785.119,203.499,91.3,290065,5.29
2007-02-02,3785.119,203.499,91.3,290065,5.24
2007-02-05,3785.119,203.499,91.3,290065,5.25
2007-02-06,3785.119,203.499,91.3,290065,5.24
2007-02-07,3785.119,203.499,91.3,290065,5.23
2007-02-08,3785.119,203.499,91.3,290065,5.25
2007-02-09,3785.119,203.499,91.3,290065,5.25
2007-02-12,3785.119,203.499,91.3,290065,5.28
2007-02-13,3785.119,203.499,91.3,290065,5.26
2007-02-14,3785.119,203.499,91.3,290065,5.27
2007-02-15,3785.119,203.499,91.3,290065,5.29
2007-02-16,3785.119,203.499,91.3,290065,5.24
2007-02-19,3785.119,203.499,91.3,290065,5.24
2007-02-20,3785.119,203.499,91.3,290065,5.27
2007-02-21,3785.119,203.499,91.3,290065,5.23
2007-02-22,3785.119,203.499,91.3,290065,5.26
2007-02-23,3785.119,203.499,91.3,290065,5.24
2007-02-26,3785.119,203.499,91.3,290065,5.30
2007-02-27,3785.119,203.499,91.3,290065,5.27
2007-02-28,3785.119,203.499,91.3,290065,5.41
2007-03-01,3785.119,205.352,88.4,335917,5.31
2007-03-02,3785.119,205.352,88.4,335917,5.23
2007-03-05,3785.119,205.352,88.4,335917,5.27
2007-03-06,3785.119,205.352,88.4,335917,5.22
2007-03-07,3785.119,205.352,88.4,335917,5.24
2007-03-08,3785.119,205.352,88.4,335917,5.24
2007-03-09,3785.119,205.352,88.4,335917,5.24
2007-03-12,3785.119,205.352,88.4,335917,5.25
2007-03-13,3785.119,205.352,88.4,335917,5.25
2007-03-14,3785.119,205.352,88.4,335917,5.27
2007-03-15,3785.119,205.352,88.4,335917,5.29
2007-03-16,3785.119,205.352,88.4,335917,5.25
2007-03-19,3785.119,205.352,88.4,335917,5.26
2007-03-20,3785.119,205.352,88.4,335917,5.26
2007-03-21,3785.119,205.352,88.4,335917,5.26
2007-03-22,3785.119,205.352,88.4,335917,5.27
2007-03-23,3785.119,205.352,88.4,335917,5.24
2007-03-26,3785.119,205.352,88.4,335917,5.28
2007-03-27,3785.119,205.352,88.4,335917,5.25
2007-03-28,3785.119,205.352,88.4,335917,5.27
2007-03-29,3785.119,205.352,88.4,335917,5.29
2007-03-30,3785.119,205.352,88.4,335917,5.30
2007-04-02,3896.72,206.686,87.1,321981,5.25
2007-04-03,3896.72,206.686,87.1,321981,5.20
2007-04-04,3896.72,206.686,87.1,321981,5.21
2007-04-05,3896.72,206.686,87.1,321981,5.30
2007-04-06,3896.72,206.686,87.1,321981,5.30
2007-04-09,3896.72,206.686,87.1,321981,5.28
2007-04-10,3896.72,206.686,87.1,321981,5.26
2007-04-11,3896.72,206.686,87.1,321981,5.24
2007-04-12,3896.72,206.686,87.1,321981,5.27
2007-04-13,3896.72,206.686,87.1,321981,5.25
2007-04-16,3896.72,206.686,87.1,321981,5.29
2007-04-17,3896.72,206.686,87.1,321981,5.20
2007-04-18,3896.72,206.686,87.1,321981,5.19
2007-04-19,3896.72,206.686,87.1,321981,5.23
2007-04-20,3896.72,206.686,87.1,321981,5.25
2007-04-23,3896.72,206.686,87.1,321981,5.23
2007-04-24,3896.72,206.686,87.1,321981,5.20
2007-04-25,3896.72,206.686,87.1,321981,5.19
2007-04-26,3896.72,206.686,87.1,321981,5.24
2007-04-27,3896.72,206.686,87.1,321981,5.24
2007-04-30,3896.72,206.686,87.1,321981,5.29
2007-05-01,3896.72,207.949,88.3,353201,5.26
2007-05-02,3896.72,207.949,88.3,353201,5.21
2007-05-03,3896.72,207.949,88.3,353201,5.24
2007-05-04,3896.72,207.949,88.3,353201,5.24
2007-05-07,3896.72,207.949,88.3,353201,5.24
2007-05-08,3896.72,207.949,88.3,353201,5.21
2007-05-09,3896.72,207.949,88.3,353201,5.21
2007-05-10,3896.72,207.949,88.3,353201,5.25
2007-05-11,3896.72,207.949,88.3,353201,5.27
2007-05-14,3896.72,207.949,88.3,353201,5.26
2007-05-15,3896.72,207.949,88.3,353201,5.29
2007-05-16,3896.72,207.949,88.3,353201,5.25
2007-05-17,3896.72,207.949,88.3,353201,5.25
2007-05-18,3896.72,207.949,88.3,353201,5.24
2007-05-21,3896.72,207.949,88.3,353201,5.24
2007-05-22,3896.72,207.949,88.3,353201,5.23
2007-05-23,3896.72,207.949,88.3,353201,5.25
2007-05-24,3896.72,207.949,88.3,353201,5.24
2007-05-25,3896.72,207.949,88.3,353201,5.29
2007-05-28,3896.72,207.949,88.3,353201,5.29
2007-05-29,3896.72,207.949,88.3,353201,5.29
2007-05-30,3896.72,207.949,88.3,353201,5.25
2007-05-31,3896.72,207.949,88.3,353201,5.28
2007-06-01,3896.72,208.352,85.3,338189,5.23
2007-06-04,3896.72,208.352,85.3,338189,5.24
2007-06-05,3896.72,208.352,85.3,338189,5.19
2007-06-06,3896.72,208.352,85.3,338189,5.25
2007-06-07,3896.72,208.352,85.3,338189,5.25
2007-06-08,3896.72,208.352,85.3,338189,5.26
2007-06-11,3896.72,208.352,85.3,338189,5.27
2007-06-12,3896.72,208.352,85.3,338189,5.26
2007-06-13,3896.72,208.352,85.3,338189,5.26
2007-06-14,3896.72,208.352,85.3,338189,5.28
2007-06-15,3896.72,208.352,85.3,338189,5.26
2007-06-18,3896.72,208.352,85.3,338189,5.23
2007-06-19,3896.72,208.352,85.3,338189,5.21
2007-06-20,3896.72,208.352,85.3,338189,5.27
2007-06-21,3896.72,208.352,85.3,338189,5.26
2007-06-22,3896.72,208.352,85.3,338189,5.24
2007-06-25,3896.72,208.352,85.3,338189,5.29
2007-06-26,3896.72,208.352,85.3,338189,5.25
2007-06-27,3896.72,208.352,85.3,338189,5.26
2007-06-28,3896.72,208.352,85.3,338189,5.26
2007-06-29,3896.72,208.352,85.3,338189,5.31
2007-07-02,3926.744,208.299,90.4,333815,5.31
2007-07-03,3926.744,208.299,90.4,333815,5.24
2007-07-04,3926.744,208.299,90.4,333815,5.24
2007-07-05,3926.744,208.299,90.4,333815,5.25
2007-07-06,3926.744,208.299,90.4,333815,5.22
2007-07-09,3926.744,208.299,90.4,333815,5.22
2007-07-10,3926.744,208.299,90.4,333815,5.24
2007-07-11,3926.744,208.299,90.4,333815,5.24
2007-07-12,3926.744,208.299,90.4,333815,5.26
2007-07-13,3926.744,208.299,90.4,333815,5.25
2007-07-16,3926.744,208.299,90.4,333815,5.32
2007-07-17,3926.744,208.299,90.4,333815,5.28
2007-07-18,3926.744,208.299,90.4,333815,5.26
2007-07-19,3926.744,208.299,90.4,333815,5.25
2007-07-20,3926.744,208.299,90.4,333815,5.25
2007-07-23,3926.744,208.299,90.4,333815,5.26
2007-07-24,3926.744,208.299,90.4,333815,5.25
2007-07-25,3926.744,208.299,90.4,333815,5.32
2007-07-26,3926.744,208.299,90.4,333815,5.28
2007-07-27,3926.744,208.299,90.4,333815,5.25
2007-07-30,3926.744,208.299,90.4,333815,5.29
2007-07-31,3926.744,208.299,90.4,333815,5.28
2007-08-01,3926.744,207.917,83.4,349191,5.30
2007-08-02,3926.744,207.917,83.4,349191,5.24
2007-08-03,3926.744,207.917,83.4,349191,5.24
2007-08-06,3926.744,207.917,83.4,349191,5.26
2007-08-07,3926.744,207.917,83.4,349191,5.26
2007-08-08,3926.744,207.917,83.4,349191,5.27
2007-08-09,3926.744,207.917,83.4,349191,5.41
2007-08-10,3926.744,207.917,83.4,349191,4.68
2007-08-13,3926.744,207.917,83.4,349191,4.81
2007-08-14,3926.744,207.917,83.4,349191,4.54
2007-08-15,3926.744,207.917,83.4,349191,4.71
2007-08-16,3926.744,207.917,83.4,349191,4.97
2007-08-17,3926.744,207.917,83.4,349191,4.91
2007-08-20,3926.744,207.917,83.4,349191,5.03
2007-08-21,3926.744,207.917,83.4,349191,4.89
2007-08-22,3926.744,207.917,83.4,349191,4.77
2007-08-23,3926.744,207.917,83.4,349191,4.88
2007-08-24,3926.744,207.917,83.4,349191,5.11
2007-08-27,3926.744,207.917,83.4,349191,5.27
2007-08-28,3926.744,207.917,83.4,349191,5.30
2007-08-29,3926.744,207.917,83.4,349191,5.00
2007-08-30,3926.744,207.917,83.4,349191,5.00
2007-08-31,3926.744,207.917,83.4,349191,4.96
2007-09-03,3926.744,208.490,83.4,317145,4.96
2007-09-04,3926.744,208.490,83.4,317145,5.22
2007-09-05,3926.744,208.490,83.4,317145,5.18
2007-09-06,3926.744,208.490,83.4,317145,4.98
2007-09-07,3926.744,208.490,83.4,317145,4.86
2007-09-10,3926.744,208.490,83.4,317145,5.07
2007-09-11,3926.744,208.490,83.4,317145,5.06
2007-09-12,3926.744,208.490,83.4,317145,5.18
2007-09-13,3926.744,208.490,83.4,317145,5.09
2007-09-14,3926.744,208.490,83.4,317145,5.25
2007-09-17,3926.744,208.490,83.4,317145,5.33
2007-09-18,3926.744,208.490,83.4,317145,4.92
2007-09-19,3926.744,208.490,83.4,317145,4.74
2007-09-20,3926.744,208.490,83.4,317145,4.77
2007-09-21,3926.744,208.490,83.4,317145,4.76
2007-09-24,3926.744,208.490,83.4,317145,4.74
2007-09-25,3926.744,208.490,83.4,317145,4.82
2007-09-26,3926.744,208.490,83.4,317145,4.88
2007-09-27,3926.744,208.490,83.4,317145,4.93
2007-09-28,3926.744,208.490,83.4,317145,4.58
2007-10-01,4015.289,208.936,80.9,331073,4.92
2007-10-02,4015.289,208.936,80.9,331073,4.78
2007-10-03,4015.289,208.936,80.9,331073,4.68
2007-10-04,4015.289,208.936,80.9,331073,4.74
2007-10-05,4015.289,208.936,80.9,331073,4.77
2007-10-08,4015.289,208.936,80.9,331073,4.77
2007-10-09,4015.289,208.936,80.9,331073,4.91
2007-10-10,4015.289,208.936,80.9,331073,4.52
2007-10-11,4015.289,208.936,80.9,331073,4.75
2007-10-12,4015.289,208.936,80.9,331073,4.75
2007-10-15,4015.289,208.936,80.9,331073,4.81
2007-10-16,4015.289,208.936,80.9,331073,4.68
2007-10-17,4015.289,208.936,80.9,331073,4.70
2007-10-18,4015.289,208.936,80.9,331073,4.69
2007-10-19,4015.289,208.936,80.9,331073,4.77
2007-10-22,4015.289,208.936,80.9,331073,4.71
2007-10-23,4015.289,208.936,80.9,331073,4.67
2007-10-24,4015.289,208.936,80.9,331073,4.74
2007-10-25,4015.289,208.936,80.9,331073,4.86
2007-10-26,4015.289,208.936,80.9,331073,4.80
2007-10-29,4015.289,208.936,80.9,331073,4.84
2007-10-30,4015.289,208.936,80.9,331073,4.78
2007-10-31,4015.289,208.936,80.9,331073,4.60
2007-11-01,4015.289,210.177,76.1,341848,4.59
2007-11-02,4015.289,210.177,76.1,341848,4.28
2007-11-05,4015.289,210.177,76.1,341848,4.29
2007-11-06,4015.289,210.177,76.1,341848,4.22
2007-11-07,4015.289,210.177,76.1,341848,4.39
2007-11-08,4015.289,210.177,76.1,341848,4.58
2007-11-09,4015.289,210.177,76.1,341848,4.49
2007-11-12,4015.289,210.177,76.1,341848,4.49
2007-11-13,4015.289,210.177,76.1,341848,4.61
2007-11-14,4015.289,210.177,76.1,341848,4.60
2007-11-15,4015.289,210.177,76.1,341848,4.54
2007-11-16,4015.289,210.177,76.1,341848,4.51
2007-11-19,4015.289,210.177,76.1,341848,4.51
2007-11-20,4015.289,210.177,76.1,341848,4.51
2007-11-21,4015.289,210.177,76.1,341848,4.50
2007-11-22,4015.289,210.177,76.1,341848,4.50
2007-11-23,4015.289,210.177,76.1,341848,4.56
2007-11-26,4015.289,210.177,76.1,341848,4.62
2007-11-27,4015.289,210.177,76.1,341848,4.39
2007-11-28,4015.289,210.177,76.1,341848,4.53
2007-11-29,4015.289,210.177,76.1,341848,4.55
2007-11-30,4015.289,210.177,76.1,341848,4.66
2007-12-03,4015.289,210.036,75.5,387473,4.52
2007-12-04,4015.289,210.036,75.5,387473,4.50
2007-12-05,4015.289,210.036,75.5,387473,4.31
2007-12-06,4015.289,210.036,75.5,387473,4.49
2007-12-07,4015.289,210.036,75.5,387473,4.41
2007-12-10,4015.289,210.036,75.5,387473,4.46
2007-12-11,4015.289,210.036,75.5,387473,4.29
2007-12-12,4015.289,210.036,75.5,387473,4.28
2007-12-13,4015.289,210.036,75.5,387473,4.30
2007-12-14,4015.289,210.036,75.5,387473,4.24
2007-12-17,4015.289,210.036,75.5,387473,4.31
2007-12-18,4015.289,210.036,75.5,387473,4.16
2007-12-19,4015.289,210.036,75.5,387473,3.98
2007-12-20,4015.289,210.036,75.5,387473,4.37
2007-12-21,4015.289,210.036,75.5,387473,4.28
2007-12-24,4015.289,210.036,75.5,387473,4.00
2007-12-25,4015.289,210.036,75.5,387473,4.00
2007-12-26,4015.289,210.036,75.5,387473,4.26
2007-12-27,4015.289,210.036,75.5,387473,4.15
2007-12-28,4015.289,210.036,75.5,387473,4.01
2007-12-31,4015.289,210.036,75.5,387473,3.06
2008-01-01,3902.77,211.080,78.4,307576,3.06
2008-01-02,3902.77,211.080,78.4,307576,4.11
2008-01-03,3902.77,211.080,78.4,307576,4.25
2008-01-04,3902.77,211.080,78.4,307576,4.18
2008-01-07,3902.77,211.080,78.4,307576,4.27
2008-01-08,3902.77,211.080,78.4,307576,4.27
2008-01-09,3902.77,211.080,78.4,307576,4.26
2008-01-10,3902.77,211.080,78.4,307576,4.26
2008-01-11,3902.77,211.080,78.4,307576,4.23
2008-01-14,3902.77,211.080,78.4,307576,4.24
2008-01-15,3902.77,211.080,78.4,307576,4.24
2008-01-16,3902.77,211.080,78.4,307576,4.22
2008-01-17,3902.77,211.080,78.4,307576,4.23
2008-01-18,3902.77,211.080,78.4,307576,4.17
2008-01-21,3902.77,211.080,78.4,307576,4.17
2008-01-22,3902.77,211.080,78.4,307576,3.68
2008-01-23,3902.77,211.080,78.4,307576,3.43
2008-01-24,3902.77,211.080,78.4,307576,3.47
2008-01-25,3902.77,211.080,78.4,307576,3.60
2008-01-28,3902.77,211.080,78.4,307576,3.50
2008-01-29,3902.77,211.080,78.4,307576,3.47
2008-01-30,3902.77,211.080,78.4,307576,3.26
2008-01-31,3902.77,211.080,78.4,307576,3.22
2008-02-01,3902.77,211.693,70.8,308171,3.12
2008-02-04,3902.77,211.693,70.8,308171,2.82
2008-02-05,3902.77,211.693,70.8,308171,2.71
2008-02-06,3902.77,211.693,70.8,308171,2.94
2008-02-07,3902.77,211.693,70.8,308171,3.03
2008-02-08,3902.77,211.693,70.8,308171,3.05
2008-02-11,3902.77,211.693,70.8,308171,2.88
2008-02-12,3902.77,211.693,70.8,308171,2.91
2008-02-13,3902.77,211.693,70.8,308171,3.02
2008-02-14,3902.77,211.693,70.8,308171,3.03
2008-02-15,3902.77,211.693,70.8,308171,2.97
2008-02-18,3902.77,211.693,70.8,308171,2.97
2008-02-19,3902.77,211.693,70.8,308171,2.94
2008-02-20,3902.77,211.693,70.8,308171,3.00
2008-02-21,3902.77,211.693,70.8,308171,3.01
2008-02-22,3902.77,211.693,70.8,308171,2.97
2008-02-25,3902.77,211.693,70.8,308171,3.00
2008-02-26,3902.77,211.693,70.8,308171,2.85
2008-02-27,3902.77,211.693,70.8,308171,2.93
2008-02-28,3902.77,211.693,70.8,308171,3.06
2008-02-29,3902.77,211.693,70.8,308171,3.01
2008-03-03,3902.77,213.528,69.5,334416,3.10
2008-03-04,3902.77,213.528,69.5,334416,2.90
2008-03-05,3902.77,213.528,69.5,334416,2.93
2008-03-06,3902.77,213.528,69.5,334416,2.99
