date,realGDP_(qrt),consumerPriceIndex_(mo),consumerSentiment_(mo),retailSales_(mo),fedFundRate_(d)
2013-01-11,4017.571,230.280,73.8,333695,0.14
2013-01-14,4017.571,230.280,73.8,333695,0.14
2013-01-15,4017.571,230.280,73.8,333695,0.15
2013-01-16,4017.571,230.280,73.8,333695,0.14
2013-01-17,4017.571,230.280,73.8,333695,0.14
2013-01-18,4017.571,230.280,73.8,333695,0.14
2013-01-21,4017.571,230.280,73.8,333695,0.14
2013-01-22,4017.571,230.280,73.8,333695,0.14
2013-01-23,4017.571,230.280,73.8,333695,0.13
2013-01-24,4017.571,230.280,73.8,333695,0.15
2013-01-25,4017.571,230.280,73.8,333695,0.14
2013-01-28,4017.571,230.280,73.8,333695,0.14
2013-01-29,4017.571,230.280,73.8,333695,0.12
2013-01-30,4017.571,230.280,73.8,333695,0.12
2013-01-31,4017.571,230.280,73.8,333695,0.15
2013-02-01,4017.571,232.166,77.6,332486,0.14
2013-02-04,4017.571,232.166,77.6,332486,0.13
2013-02-05,4017.571,232.166,77.6,332486,0.13
2013-02-06,4017.571,232.166,77.6,332486,0.13
2013-02-07,4017.571,232.166,77.6,332486,0.13
2013-02-08,4017.571,232.166,77.6,332486,0.14
2013-02-11,4017.571,232.166,77.6,332486,0.14
2013-02-12,4017.571,232.166,77.6,332486,0.13
2013-02-13,4017.571,232.166,77.6,332486,0.14
2013-02-14,4017.571,232.166,77.6,332486,0.14
2013-02-15,4017.571,232.166,77.6,332486,0.16
2013-02-18,4017.571,232.166,77.6,332486,0.16
2013-02-19,4017.571,232.166,77.6,332486,0.15
2013-02-20,4017.571,232.166,77.6,332486,0.15
2013-02-21,4017.571,232.166,77.6,332486,0.16
2013-02-22,4017.571,232.166,77.6,332486,0.16
2013-02-25,4017.571,232.166,77.6,332486,0.15
2013-02-26,4017.571,232.166,77.6,332486,0.14
2013-02-27,4017.571,232.166,77.6,332486,0.14
2013-02-28,4017.571,232.166,77.6,332486,0.14
2013-03-01,4017.571,232.773,78.6,374171,0.14
2013-03-04,4017.571,232.773,78.6,374171,0.16
2013-03-05,4017.571,232.773,78.6,374171,0.15
2013-03-06,4017.571,232.773,78.6,374171,0.15
2013-03-07,4017.571,232.773,78.6,374171,0.16
2013-03-08,4017.571,232.773,78.6,374171,0.15
2013-03-11,4017.571,232.773,78.6,374171,0.16
2013-03-12,4017.571,232.773,78.6,374171,0.15
2013-03-13,4017.571,232.773,78.6,374171,0.14
2013-03-14,4017.571,232.773,78.6,374171,0.15
2013-03-15,4017.571,232.773,78.6,374171,0.16
2013-03-18,4017.571,232.773,78.6,374171,0.16
2013-03-19,4017.571,232.773,78.6,374171,0.15
2013-03-20,4017.571,232.773,78.6,374171,0.15
2013-03-21,4017.571,232.773,78.6,374171,0.16
2013-03-22,4017.571,232.773,78.6,374171,0.15
2013-03-25,4017.571,232.773,78.6,374171,0.15
2013-03-26,4017.571,232.773,78.6,374171,0.14
2013-03-27,4017.571,232.773,78.6,374171,0.12
2013-03-28,4017.571,232.773,78.6,374171,0.13
2013-03-29,4017.571,232.773,78.6,374171,0.09
2013-04-01,4104.203,232.531,76.4,362964,0.16
2013-04-02,4104.203,232.531,76.4,362964,0.15
2013-04-03,4104.203,232.531,76.4,362964,0.14
2013-04-04,4104.203,232.531,76.4,362964,0.14
2013-04-05,4104.203,232.531,76.4,362964,0.15
2013-04-08,4104.203,232.531,76.4,362964,0.15
2013-04-09,4104.203,232.531,76.4,362964,0.15
2013-04-10,4104.203,232.531,76.4,362964,0.15
2013-04-11,4104.203,232.531,76.4,362964,0.15
2013-04-12,4104.203,232.531,76.4,362964,0.15
2013-04-15,4104.203,232.531,76.4,362964,0.15
2013-04-16,4104.203,232.531,76.4,362964,0.15
2013-04-17,4104.203,232.531,76.4,362964,0.15
2013-04-18,4104.203,232.531,76.4,362964,0.15
2013-04-19,4104.203,232.531,76.4,362964,0.15
2013-04-22,4104.203,232.531,76.4,362964,0.15
2013-04-23,4104.203,232.531,76.4,362964,0.14
2013-04-24,4104.203,232.531,76.4,362964,0.13
2013-04-25,4104.203,232.531,76.4,362964,0.13
2013-04-26,4104.203,232.531,76.4,362964,0.13
2013-04-29,4104.203,232.531,76.4,362964,0.13
2013-04-30,4104.203,232.531,76.4,362964,0.14
2013-05-01,4104.203,232.945,84.5,389681,0.14
2013-05-02,4104.203,232.945,84.5,389681,0.15
2013-05-03,4104.203,232.945,84.5,389681,0.14
2013-05-06,4104.203,232.945,84.5,389681,0.14
2013-05-07,4104.203,232.945,84.5,389681,0.12
2013-05-08,4104.203,232.945,84.5,389681,0.12
2013-05-09,4104.203,232.945,84.5,389681,0.12
2013-05-10,4104.203,232.945,84.5,389681,0.12
2013-05-13,4104.203,232.945,84.5,389681,0.12
2013-05-14,4104.203,232.945,84.5,389681,0.11
2013-05-15,4104.203,232.945,84.5,389681,0.12
2013-05-16,4104.203,232.945,84.5,389681,0.11
2013-05-17,4104.203,232.945,84.5,389681,0.10
2013-05-20,4104.203,232.945,84.5,389681,0.10
2013-05-21,4104.203,232.945,84.5,389681,0.09
2013-05-22,4104.203,232.945,84.5,389681,0.08
2013-05-23,4104.203,232.945,84.5,389681,0.08
2013-05-24,4104.203,232.945,84.5,389681,0.09
2013-05-27,4104.203,232.945,84.5,389681,0.09
2013-05-28,4104.203,232.945,84.5,389681,0.09
2013-05-29,4104.203,232.945,84.5,389681,0.08
2013-05-30,4104.203,232.945,84.5,389681,0.08
2013-05-31,4104.203,232.945,84.5,389681,0.09
2013-06-03,4104.203,233.504,84.1,369316,0.10
2013-06-04,4104.203,233.504,84.1,369316,0.11
2013-06-05,4104.203,233.504,84.1,369316,0.09
2013-06-06,4104.203,233.504,84.1,369316,0.10
2013-06-07,4104.203,233.504,84.1,369316,0.09
2013-06-10,4104.203,233.504,84.1,369316,0.09
2013-06-11,4104.203,233.504,84.1,369316,0.09
2013-06-12,4104.203,233.504,84.1,369316,0.08
2013-06-13,4104.203,233.504,84.1,369316,0.09
2013-06-14,4104.203,233.504,84.1,369316,0.10
2013-06-17,4104.203,233.504,84.1,369316,0.11
2013-06-18,4104.203,233.504,84.1,369316,0.12
2013-06-19,4104.203,233.504,84.1,369316,0.10
2013-06-20,4104.203,233.504,84.1,369316,0.10
2013-06-21,4104.203,233.504,84.1,369316,0.10
2013-06-24,4104.203,233.504,84.1,369316,0.10
2013-06-25,4104.203,233.504,84.1,369316,0.09
2013-06-26,4104.203,233.504,84.1,369316,0.09
2013-06-27,4104.203,233.504,84.1,369316,0.09
2013-06-28,4104.203,233.504,84.1,369316,0.07
2013-07-01,4170.71,233.596,85.1,376974,0.10
2013-07-02,4170.71,233.596,85.1,376974,0.10
2013-07-03,4170.71,233.596,85.1,376974,0.10
2013-07-04,4170.71,233.596,85.1,376974,0.10
2013-07-05,4170.71,233.596,85.1,376974,0.10
2013-07-08,4170.71,233.596,85.1,376974,0.10
2013-07-09,4170.71,233.596,85.1,376974,0.10
2013-07-10,4170.71,233.596,85.1,376974,0.09
2013-07-11,4170.71,233.596,85.1,376974,0.09
2013-07-12,4170.71,233.596,85.1,376974,0.09
2013-07-15,4170.71,233.596,85.1,376974,0.09
2013-07-16,4170.71,233.596,85.1,376974,0.09
2013-07-17,4170.71,233.596,85.1,376974,0.09
2013-07-18,4170.71,233.596,85.1,376974,0.09
2013-07-19,4170.71,233.596,85.1,376974,0.09
2013-07-22,4170.71,233.596,85.1,376974,0.09
2013-07-23,4170.71,233.596,85.1,376974,0.09
2013-07-24,4170.71,233.596,85.1,376974,0.09
2013-07-25,4170.71,233.596,85.1,376974,0.09
2013-07-26,4170.71,233.596,85.1,376974,0.09
2013-07-29,4170.71,233.596,85.1,376974,0.08
2013-07-30,4170.71,233.596,85.1,376974,0.09
2013-07-31,4170.71,233.596,85.1,376974,0.09
2013-08-01,4170.71,233.877,82.1,388227,0.08
2013-08-02,4170.71,233.877,82.1,388227,0.09
2013-08-05,4170.71,233.877,82.1,388227,0.08
2013-08-06,4170.71,233.877,82.1,388227,0.09
2013-08-07,4170.71,233.877,82.1,388227,0.09
2013-08-08,4170.71,233.877,82.1,388227,0.09
2013-08-09,4170.71,233.877,82.1,388227,0.08
2013-08-12,4170.71,233.877,82.1,388227,0.08
2013-08-13,4170.71,233.877,82.1,388227,0.08
2013-08-14,4170.71,233.877,82.1,388227,0.09
2013-08-15,4170.71,233.877,82.1,388227,0.08
2013-08-16,4170.71,233.877,82.1,388227,0.09
2013-08-19,4170.71,233.877,82.1,388227,0.09
2013-08-20,4170.71,233.877,82.1,388227,0.09
2013-08-21,4170.71,233.877,82.1,388227,0.08
2013-08-22,4170.71,233.877,82.1,388227,0.09
2013-08-23,4170.71,233.877,82.1,388227,0.08
2013-08-26,4170.71,233.877,82.1,388227,0.08
2013-08-27,4170.71,233.877,82.1,388227,0.07
2013-08-28,4170.71,233.877,82.1,388227,0.07
2013-08-29,4170.71,233.877,82.1,388227,0.08
2013-08-30,4170.71,233.877,82.1,388227,0.07
2013-09-02,4170.71,234.149,77.5,352680,0.07
2013-09-03,4170.71,234.149,77.5,352680,0.09
2013-09-04,4170.71,234.149,77.5,352680,0.08
2013-09-05,4170.71,234.149,77.5,352680,0.08
2013-09-06,4170.71,234.149,77.5,352680,0.08
2013-09-09,4170.71,234.149,77.5,352680,0.08
2013-09-10,4170.71,234.149,77.5,352680,0.08
2013-09-11,4170.71,234.149,77.5,352680,0.08
2013-09-12,4170.71,234.149,77.5,352680,0.08
2013-09-13,4170.71,234.149,77.5,352680,0.08
2013-09-16,4170.71,234.149,77.5,352680,0.08
2013-09-17,4170.71,234.149,77.5,352680,0.08
2013-09-18,4170.71,234.149,77.5,352680,0.08
2013-09-19,4170.71,234.149,77.5,352680,0.09
2013-09-20,4170.71,234.149,77.5,352680,0.08
2013-09-23,4170.71,234.149,77.5,352680,0.09
2013-09-24,4170.71,234.149,77.5,352680,0.09
2013-09-25,4170.71,234.149,77.5,352680,0.08
2013-09-26,4170.71,234.149,77.5,352680,0.08
2013-09-27,4170.71,234.149,77.5,352680,0.08
2013-09-30,4170.71,234.149,77.5,352680,0.06
2013-10-01,4260.864,233.546,73.2,369773,0.08
2013-10-02,4260.864,233.546,73.2,369773,0.07
2013-10-03,4260.864,233.546,73.2,369773,0.08
2013-10-04,4260.864,233.546,73.2,369773,0.08
2013-10-07,4260.864,233.546,73.2,369773,0.08
2013-10-08,4260.864,233.546,73.2,369773,0.08
2013-10-09,4260.864,233.546,73.2,369773,0.09
2013-10-10,4260.864,233.546,73.2,369773,0.09
2013-10-11,4260.864,233.546,73.2,369773,0.10
2013-10-14,4260.864,233.546,73.2,369773,0.10
2013-10-15,4260.864,233.546,73.2,369773,0.10
2013-10-16,4260.864,233.546,73.2,369773,0.11
2013-10-17,4260.864,233.546,73.2,369773,0.10
2013-10-18,4260.864,233.546,73.2,369773,0.10
2013-10-21,4260.864,233.546,73.2,369773,0.09
2013-10-22,4260.864,233.546,73.2,369773,0.08
2013-10-23,4260.864,233.546,73.2,369773,0.08
2013-10-24,4260.864,233.546,73.2,369773,0.08
2013-10-25,4260.864,233.546,73.2,369773,0.08
2013-10-28,4260.864,233.546,73.2,369773,0.08
2013-10-29,4260.864,233.546,73.2,369773,0.08
2013-10-30,4260.864,233.546,73.2,369773,0.08
2013-10-31,4260.864,233.546,73.2,369773,0.07
2013-11-01,4260.864,233.069,75.1,378686,0.08
2013-11-04,4260.864,233.069,75.1,378686,0.08
2013-11-05,4260.864,233.069,75.1,378686,0.08
2013-11-06,4260.864,233.069,75.1,378686,0.08
2013-11-07,4260.864,233.069,75.1,378686,0.08
2013-11-08,4260.864,233.069,75.1,378686,0.08
2013-11-11,4260.864,233.069,75.1,378686,0.08
2013-11-12,4260.864,233.069,75.1,378686,0.08
2013-11-13,4260.864,233.069,75.1,378686,0.08
2013-11-14,4260.864,233.069,75.1,378686,0.09
2013-11-15,4260.864,233.069,75.1,378686,0.09
2013-11-18,4260.864,233.069,75.1,378686,0.09
2013-11-19,4260.864,233.069,75.1,378686,0.09
2013-11-20,4260.864,233.069,75.1,378686,0.09
2013-11-21,4260.864,233.069,75.1,378686,0.09
2013-11-22,4260.864,233.069,75.1,378686,0.09
2013-11-25,4260.864,233.069,75.1,378686,0.09
2013-11-26,4260.864,233.069,75.1,378686,0.09
2013-11-27,4260.864,233.069,75.1,378686,0.09
2013-11-28,4260.864,233.069,75.1,378686,0.09
2013-11-29,4260.864,233.069,75.1,378686,0.07
2013-12-02,4260.864,233.049,82.5,430585,0.09
2013-12-03,4260.864,233.049,82.5,430585,0.09
2013-12-04,4260.864,233.049,82.5,430585,0.09
2013-12-05,4260.864,233.049,82.5,430585,0.09
2013-12-06,4260.864,233.049,82.5,430585,0.09
2013-12-09,4260.864,233.049,82.5,430585,0.09
2013-12-10,4260.864,233.049,82.5,430585,0.09
2013-12-11,4260.864,233.049,82.5,430585,0.08
2013-12-12,4260.864,233.049,82.5,430585,0.09
2013-12-13,4260.864,233.049,82.5,430585,0.08
2013-12-16,4260.864,233.049,82.5,430585,0.09
2013-12-17,4260.864,233.049,82.5,430585,0.09
2013-12-18,4260.864,233.049,82.5,430585,0.09
2013-12-19,4260.864,233.049,82.5,430585,0.09
2013-12-20,4260.864,233.049,82.5,430585,0.09
2013-12-23,4260.864,233.049,82.5,430585,0.09
2013-12-24,4260.864,233.049,82.5,430585,0.08
2013-12-25,4260.864,233.049,82.5,430585,0.08
2013-12-26,4260.864,233.049,82.5,430585,0.08
2013-12-27,4260.864,233.049,82.5,430585,0.08
2013-12-30,4260.864,233.049,82.5,430585,0.08
2013-12-31,4260.864,233.049,82.5,430585,0.07
2014-01-01,4079.517,233.916,81.2,340476,0.07
2014-01-02,4079.517,233.916,81.2,340476,0.08
2014-01-03,4079.517,233.916,81.2,340476,0.08
2014-01-06,4079.517,233.916,81.2,340476,0.08
2014-01-07,4079.517,233.916,81.2,340476,0.07
2014-01-08,4079.517,233.916,81.2,340476,0.07
2014-01-09,4079.517,233.916,81.2,340476,0.07
2014-01-10,4079.517,233.916,81.2,340476,0.07
2014-01-13,4079.517,233.916,81.2,340476,0.07
2014-01-14,4079.517,233.916,81.2,340476,0.07
2014-01-15,4079.517,233.916,81.2,340476,0.07
2014-01-16,4079.517,233.916,81.2,340476,0.07
2014-01-17,4079.517,233.916,81.2,340476,0.07
2014-01-20,4079.517,233.916,81.2,340476,0.07
2014-01-21,4079.517,233.916,81.2,340476,0.07
2014-01-22,4079.517,233.916,81.2,340476,0.07
2014-01-23,4079.517,233.916,81.2,340476,0.07
2014-01-24,4079.517,233.916,81.2,340476,0.07
2014-01-27,4079.517,233.916,81.2,340476,0.07
2014-01-28,4079.517,233.916,81.2,340476,0.07
2014-01-29,4079.517,233.916,81.2,340476,0.07
2014-01-30,4079.517,233.916,81.2,340476,0.07
2014-01-31,4079.517,233.916,81.2,340476,0.07
2014-02-03,4079.517,234.781,81.6,337481,0.07
2014-02-04,4079.517,234.781,81.6,337481,0.07
2014-02-05,4079.517,234.781,81.6,337481,0.07
2014-02-06,4079.517,234.781,81.6,337481,0.07
2014-02-07,4079.517,234.781,81.6,337481,0.06
2014-02-10,4079.517,234.781,81.6,337481,0.07
2014-02-11,4079.517,234.781,81.6,337481,0.06
2014-02-12,4079.517,234.781,81.6,337481,0.07
2014-02-13,4079.517,234.781,81.6,337481,0.06
2014-02-14,4079.517,234.781,81.6,337481,0.06
2014-02-17,4079.517,234.781,81.6,337481,0.06
2014-02-18,4079.517,234.781,81.6,337481,0.07
2014-02-19,4079.517,234.781,81.6,337481,0.07
2014-02-20,4079.517,234.781,81.6,337481,0.07
2014-02-21,4079.517,234.781,81.6,337481,0.07
2014-02-24,4079.517,234.781,81.6,337481,0.07
2014-02-25,4079.517,234.781,81.6,337481,0.07
2014-02-26,4079.517,234.781,81.6,337481,0.07
2014-02-27,4079.517,234.781,81.6,337481,0.07
2014-02-28,4079.517,234.781,81.6,337481,0.06
2014-03-03,4079.517,236.293,80.0,383567,0.07
2014-03-04,4079.517,236.293,80.0,383567,0.07
2014-03-05,4079.517,236.293,80.0,383567,0.08
2014-03-06,4079.517,236.293,80.0,383567,0.08
2014-03-07,4079.517,236.293,80.0,383567,0.08
2014-03-10,4079.517,236.293,80.0,383567,0.08
2014-03-11,4079.517,236.293,80.0,383567,0.08
2014-03-12,4079.517,236.293,80.0,383567,0.08
2014-03-13,4079.517,236.293,80.0,383567,0.08
2014-03-14,4079.517,236.293,80.0,383567,0.08
2014-03-17,4079.517,236.293,80.0,383567,0.08
2014-03-18,4079.517,236.293,80.0,383567,0.08
2014-03-19,4079.517,236.293,80.0,383567,0.08
2014-03-20,4079.517,236.293,80.0,383567,0.08
2014-03-21,4079.517,236.293,80.0,383567,0.08
2014-03-24,4079.517,236.293,80.0,383567,0.09
2014-03-25,4079.517,236.293,80.0,383567,0.09
2014-03-26,4079.517,236.293,80.0,383567,0.08
2014-03-27,4079.517,236.293,80.0,383567,0.08
2014-03-28,4079.517,236.293,80.0,383567,0.08
2014-03-31,4079.517,236.293,80.0,383567,0.06
2014-04-01,4194.264,237.072,84.1,383816,0.08
2014-04-02,4194.264,237.072,84.1,383816,0.09
2014-04-03,4194.264,237.072,84.1,383816,0.08
2014-04-04,4194.264,237.072,84.1,383816,0.08
2014-04-07,4194.264,237.072,84.1,383816,0.09
2014-04-08,4194.264,237.072,84.1,383816,0.08
2014-04-09,4194.264,237.072,84.1,383816,0.08
2014-04-10,4194.264,237.072,84.1,383816,0.08
2014-04-11,4194.264,237.072,84.1,383816,0.09
2014-04-14,4194.264,237.072,84.1,383816,0.09
2014-04-15,4194.264,237.072,84.1,383816,0.10
2014-04-16,4194.264,237.072,84.1,383816,0.09
2014-04-17,4194.264,237.072,84.1,383816,0.09
2014-04-18,4194.264,237.072,84.1,383816,0.10
2014-04-21,4194.264,237.072,84.1,383816,0.10
2014-04-22,4194.264,237.072,84.1,383816,0.10
2014-04-23,4194.264,237.072,84.1,383816,0.10
2014-04-24,4194.264,237.072,84.1,383816,0.10
2014-04-25,4194.264,237.072,84.1,383816,0.09
2014-04-28,4194.264,237.072,84.1,383816,0.09
2014-04-29,4194.264,237.072,84.1,383816,0.10
2014-04-30,4194.264,237.072,84.1,383816,0.09
2014-05-01,4194.264,237.900,81.9,408288,0.09
2014-05-02,4194.264,237.900,81.9,408288,0.09
2014-05-05,4194.264,237.900,81.9,408288,0.09
2014-05-06,4194.264,237.900,81.9,408288,0.09
2014-05-07,4194.264,237.900,81.9,408288,0.08
2014-05-08,4194.264,237.900,81.9,408288,0.08
2014-05-09,4194.264,237.900,81.9,408288,0.08
2014-05-12,4194.264,237.900,81.9,408288,0.08
2014-05-13,4194.264,237.900,81.9,408288,0.09
2014-05-14,4194.264,237.900,81.9,408288,0.08
2014-05-15,4194.264,237.900,81.9,408288,0.09
2014-05-16,4194.264,237.900,81.9,408288,0.09
2014-05-19,4194.264,237.900,81.9,408288,0.09
2014-05-20,4194.264,237.900,81.9,408288,0.09
2014-05-21,4194.264,237.900,81.9,408288,0.09
2014-05-22,4194.264,237.900,81.9,408288,0.09
2014-05-23,4194.264,237.900,81.9,408288,0.09
2014-05-26,4194.264,237.900,81.9,408288,0.09
2014-05-27,4194.264,237.900,81.9,408288,0.09
2014-05-28,4194.264,237.900,81.9,408288,0.09
2014-05-29,4194.264,237.900,81.9,408288,0.09
2014-05-30,4194.264,237.900,81.9,408288,0.08
2014-06-02,4194.264,238.343,82.5,385482,0.09
2014-06-03,4194.264,238.343,82.5,385482,0.10
2014-06-04,4194.264,238.343,82.5,385482,0.09
2014-06-05,4194.264,238.343,82.5,385482,0.09
2014-06-06,4194.264,238.343,82.5,385482,0.09
2014-06-09,4194.264,238.343,82.5,385482,0.09
2014-06-10,4194.264,238.343,82.5,385482,0.09
2014-06-11,4194.264,238.343,82.5,385482,0.09
2014-06-12,4194.264,238.343,82.5,385482,0.09
2014-06-13,4194.264,238.343,82.5,385482,0.10
2014-06-16,4194.264,238.343,82.5,385482,0.10
2014-06-17,4194.264,238.343,82.5,385482,0.10
2014-06-18,4194.264,238.343,82.5,385482,0.10
2014-06-19,4194.264,238.343,82.5,385482,0.10
2014-06-20,4194.264,238.343,82.5,385482,0.10
2014-06-23,4194.264,238.343,82.5,385482,0.10
2014-06-24,4194.264,238.343,82.5,385482,0.10
2014-06-25,4194.264,238.343,82.5,385482,0.10
2014-06-26,4194.264,238.343,82.5,385482,0.10
2014-06-27,4194.264,238.343,82.5,385482,0.10
2014-06-30,4194.264,238.343,82.5,385482,0.09
2014-07-01,4287.261,238.250,81.8,394700,0.10
2014-07-02,4287.261,238.250,81.8,394700,0.10
2014-07-03,4287.261,238.250,81.8,394700,0.09
2014-07-04,4287.261,238.250,81.8,394700,0.09
2014-07-07,4287.261,238.250,81.8,394700,0.10
2014-07-08,4287.261,238.250,81.8,394700,0.09
2014-07-09,4287.261,238.250,81.8,394700,0.09
2014-07-10,4287.261,238.250,81.8,394700,0.09
2014-07-11,4287.261,238.250,81.8,394700,0.09
2014-07-14,4287.261,238.250,81.8,394700,0.09
2014-07-15,4287.261,238.250,81.8,394700,0.09
2014-07-16,4287.261,238.250,81.8,394700,0.09
2014-07-17,4287.261,238.250,81.8,394700,0.09
2014-07-18,4287.261,238.250,81.8,394700,0.09
2014-07-21,4287.261,238.250,81.8,394700,0.10
2014-07-22,4287.261,238.250,81.8,394700,0.09
2014-07-23,4287.261,238.250,81.8,394700,0.09
2014-07-24,4287.261,238.250,81.8,394700,0.09
2014-07-25,4287.261,238.250,81.8,394700,0.09
2014-07-28,4287.261,238.250,81.8,394700,0.09
2014-07-29,4287.261,238.250,81.8,394700,0.09
2014-07-30,4287.261,238.250,81.8,394700,0.09
2014-07-31,4287.261,238.250,81.8,394700,0.08
2014-08-01,4287.261,237.852,82.5,401450,0.09
2014-08-04,4287.261,237.852,82.5,401450,0.09
2014-08-05,4287.261,237.852,82.5,401450,0.09
2014-08-06,4287.261,237.852,82.5,401450,0.09
2014-08-07,4287.261,237.852,82.5,401450,0.09
2014-08-08,4287.261,237.852,82.5,401450,0.09
2014-08-11,4287.261,237.852,82.5,401450,0.09
2014-08-12,4287.261,237.852,82.5,401450,0.09
2014-08-13,4287.261,237.852,82.5,401450,0.09
2014-08-14,4287.261,237.852,82.5,401450,0.09
2014-08-15,4287.261,237.852,82.5,401450,0.09
2014-08-18,4287.261,237.852,82.5,401450,0.09
2014-08-19,4287.261,237.852,82.5,401450,0.09
2014-08-20,4287.261,237.852,82.5,401450,0.09
2014-08-21,4287.261,237.852,82.5,401450,0.09
2014-08-22,4287.261,237.852,82.5,401450,0.09
2014-08-25,4287.261,237.852,82.5,401450,0.09
2014-08-26,4287.261,237.852,82.5,401450,0.09
2014-08-27,4287.261,237.852,82.5,401450,0.09
2014-08-28,4287.261,237.852,82.5,401450,0.09
2014-08-29,4287.261,237.852,82.5,401450,0.07
2014-09-01,4287.261,238.031,84.6,374401,0.07
2014-09-02,4287.261,238.031,84.6,374401,0.09
2014-09-03,4287.261,238.031,84.6,374401,0.09
2014-09-04,4287.261,238.031,84.6,374401,0.09
2014-09-05,4287.261,238.031,84.6,374401,0.09
2014-09-08,4287.261,238.031,84.6,374401,0.09
2014-09-09,4287.261,238.031,84.6,374401,0.09
2014-09-10,4287.261,238.031,84.6,374401,0.09
2014-09-11,4287.261,238.031,84.6,374401,0.09
2014-09-12,4287.261,238.031,84.6,374401,0.09
2014-09-15,4287.261,238.031,84.6,374401,0.09
2014-09-16,4287.261,238.031,84.6,374401,0.09
2014-09-17,4287.261,238.031,84.6,374401,0.09
2014-09-18,4287.261,238.031,84.6,374401,0.09
2014-09-19,4287.261,238.031,84.6,374401,0.09
2014-09-22,4287.261,238.031,84.6,374401,0.09
2014-09-23,4287.261,238.031,84.6,374401,0.09
2014-09-24,4287.261,238.031,84.6,374401,0.09
2014-09-25,4287.261,238.031,84.6,374401,0.09
2014-09-26,4287.261,238.031,84.6,374401,0.09
2014-09-29,4287.261,238.031,84.6,374401,0.08
2014-09-30,4287.261,238.031,84.6,374401,0.07
2014-10-01,4371.009,237.433,86.9,388391,0.09
2014-10-02,4371.009,237.433,86.9,388391,0.09
2014-10-03,4371.009,237.433,86.9,388391,0.09
2014-10-06,4371.009,237.433,86.9,388391,0.09
2014-10-07,4371.009,237.433,86.9,388391,0.09
2014-10-08,4371.009,237.433,86.9,388391,0.09
2014-10-09,4371.009,237.433,86.9,388391,0.08
2014-10-10,4371.009,237.433,86.9,388391,0.09
2014-10-13,4371.009,237.433,86.9,388391,0.09
2014-10-14,4371.009,237.433,86.9,388391,0.09
2014-10-15,4371.009,237.433,86.9,388391,0.09
2014-10-16,4371.009,237.433,86.9,388391,0.09
2014-10-17,4371.009,237.433,86.9,388391,0.09
2014-10-20,4371.009,237.433,86.9,388391,0.09
2014-10-21,4371.009,237.433,86.9,388391,0.09
2014-10-22,4371.009,237.433,86.9,388391,0.09
2014-10-23,4371.009,237.433,86.9,388391,0.09
2014-10-24,4371.009,237.433,86.9,388391,0.09
2014-10-27,4371.009,237.433,86.9,388391,0.09
2014-10-28,4371.009,237.433,86.9,388391,0.09
2014-10-29,4371.009,237.433,86.9,388391,0.09
2014-10-30,4371.009,237.433,86.9,388391,0.09
2014-10-31,4371.009,237.433,86.9,388391,0.07
2014-11-03,4371.009,236.151,88.8,391502,0.09
2014-11-04,4371.009,236.151,88.8,391502,0.10
2014-11-05,4371.009,236.151,88.8,391502,0.09
2014-11-06,4371.009,236.151,88.8,391502,0.09
2014-11-07,4371.009,236.151,88.8,391502,0.09
2014-11-10,4371.009,236.151,88.8,391502,0.09
2014-11-11,4371.009,236.151,88.8,391502,0.09
2014-11-12,4371.009,236.151,88.8,391502,0.09
2014-11-13,4371.009,236.151,88.8,391502,0.09
2014-11-14,4371.009,236.151,88.8,391502,0.09
2014-11-17,4371.009,236.151,88.8,391502,0.10
2014-11-18,4371.009,236.151,88.8,391502,0.11
2014-11-19,4371.009,236.151,88.8,391502,0.10
2014-11-20,4371.009,236.151,88.8,391502,0.10
2014-11-21,4371.009,236.151,88.8,391502,0.10
2014-11-24,4371.009,236.151,88.8,391502,0.10
2014-11-25,4371.009,236.151,88.8,391502,0.10
2014-11-26,4371.009,236.151,88.8,391502,0.10
2014-11-27,4371.009,236.151,88.8,391502,0.10
2014-11-28,4371.009,236.151,88.8,391502,0.08
2014-12-01,4371.009,234.812,93.6,451097,0.13
2014-12-02,4371.009,234.812,93.6,451097,0.12
2014-12-03,4371.009,234.812,93.6,451097,0.12
2014-12-04,4371.009,234.812,93.6,451097,0.12
2014-12-05,4371.009,234.812,93.6,451097,0.12
2014-12-08,4371.009,234.812,93.6,451097,0.12
2014-12-09,4371.009,234.812,93.6,451097,0.12
2014-12-10,4371.009,234.812,93.6,451097,0.12
2014-12-11,4371.009,234.812,93.6,451097,0.12
2014-12-12,4371.009,234.812,93.6,451097,0.12
2014-12-15,4371.009,234.812,93.6,451097,0.11
2014-12-16,4371.009,234.812,93.6,451097,0.12
2014-12-17,4371.009,234.812,93.6,451097,0.13
2014-12-18,4371.009,234.812,93.6,451097,0.13
2014-12-19,4371.009,234.812,93.6,451097,0.13
2014-12-22,4371.009,234.812,93.6,451097,0.13
2014-12-23,4371.009,234.812,93.6,451097,0.13
2014-12-24,4371.009,234.812,93.6,451097,0.13
2014-12-25,4371.009,234.812,93.6,451097,0.13
2014-12-26,4371.009,234.812,93.6,451097,0.13
2014-12-29,4371.009,234.812,93.6,451097,0.13
2014-12-30,4371.009,234.812,93.6,451097,0.13
2014-12-31,4371.009,234.812,93.6,451097,0.06
2015-01-01,4212.523,233.707,98.1,350304,0.06
2015-01-02,4212.523,233.707,98.1,350304,0.12
