date,open,high,low,close,adjclose,volume,ticker,BB_UPPER,BB_MIDDLE,BB_LOWER,pivot,s1,s2,s3,s4,r1,r2,r3,r4,14 period RSI,MACD,SIGNAL,14 period STOCH %K,14 period stochastic RSI.,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema60,ema20,ema10,ema5,ema5Vol,realGDP_(qrt),consumerPriceIndex_(mo),consumerSentiment_(mo),retailSales_(mo),fedFundRate_(d)
2002-01-02,1148.0799560546875,1154.6700439453125,1136.22998046875,1154.6700439453125,1154.6700439453125,1171000000,^GSPC,,,,,,,,,,,,,,0.0,0.0,,,1171000000.0,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3263.869,177.1,93.0,230546,1.92
2002-01-03,1154.6700439453125,1165.27001953125,1154.010009765625,1162.8238713191106,1165.27001953125,1398900000,^GSPC,,,,1148.5233561197917,1141.479251871745,1137.127396891276,1130.0832926432292,1123.0391883951825,1155.5674603678385,1159.9193153483075,1166.9634195963542,1174.007523844401,100.0,0.18293843466858561,0.10163246370476978,,,1962100041.5295596,,,,,1398900000.0,66.66666666666667,,,,1.0034892023623267,1.003432272634585,1.0033502780702441,1.0031975057700757,1.0799738918053956,3263.869,177.1,93.0,230546,1.72
2002-01-04,1165.27001953125,1176.550048828125,1163.4200439453125,1169.7923162446605,1172.510009765625,1513000000,^GSPC,,,,1160.7013002053284,1156.3999764748596,1153.7426141701721,1149.4412904397034,1145.1399667092346,1165.0026239357971,1167.6599862404846,1171.9613099709534,1176.2626337014221,100.0,0.44919093681119193,0.2440744608795329,,,1917682585.8565779,,,,,2911900000.0,91.18866169773196,,,,1.0062625364102054,1.0061219951566345,1.0059200388877094,1.0055458910229536,1.095243019648397,3263.869,177.1,93.0,230546,1.61
2002-01-07,1172.510009765625,1176.969970703125,1163.550048828125,1166.3326820906568,1164.8900146484375,1308300000,^GSPC,,,,1169.9208030060327,1164.9051411407984,1161.8064599884544,1156.7907981232202,1151.7751362579859,1174.936464871267,1178.0351460236109,1183.0508078888452,1188.0664697540794,79.60233109474262,0.4343704914542741,0.30853788587097636,,,1151937025.6335049,,,,,1603600000.0,62.30466974490884,,,,1.0024423642330818,1.0022993972056893,1.0020986640432137,1.0017426189417615,0.9634815750066839,3263.869,177.1,93.0,230546,1.61
2002-01-08,1164.8900146484375,1167.5999755859375,1157.4599609375,1162.3871897370277,1160.7099609375,1258800000,^GSPC,,,,1168.9509005406355,1163.8244903843856,1160.6573888218854,1155.5309786656355,1150.4045685093856,1174.0773106968854,1177.2444122593856,1182.3708224156355,1187.4972325718854,63.65556486066153,0.26017246990340936,0.29415026807957734,,,1116487450.2408748,,,,,344800000.0,4.0717923262300015,,,,0.9992472028413915,0.9991486332651419,0.9990181049031592,0.9988120440542839,0.9462690129693324,3263.869,177.1,93.0,230546,1.61
2002-01-09,1160.7099609375,1174.260009765625,1151.8900146484375,1157.3104662435878,1155.1400146484375,1452000000,^GSPC,,,,1162.482375420155,1158.6088898244518,1156.2158463674207,1152.3423607717175,1148.4688751760143,1166.3558610158582,1168.7489044728893,1172.6223900685925,1176.4958756642957,49.82447107277045,-0.06651821168520655,0.19638905728376246,,,368152844.4376887,,,,,-1107200000.0,-10.354817480846192,,,,0.9957676933096854,0.9957592515564858,0.995765876437054,0.9958347720916543,1.0670355422181215,3263.869,177.1,93.0,230546,1.74
2002-01-10,1155.1400146484375,1159.9300537109375,1150.8499755859375,1156.7780576149967,1156.550048828125,1299000000,^GSPC,,,,1161.1534968858834,1152.6081587511178,1147.3288399034616,1138.783501768696,1130.2381636339303,1169.698835020649,1174.9781538683053,1183.523492003071,1192.0688301378366,48.63108660199612,-0.2990013833818921,0.07101895256565212,,,765300928.1300547,,,,,-2406200000.0,-67.16078920717577,,,,0.9960105299769704,0.9960715076789883,0.9961806262483117,0.9964417022615456,0.9647256201025551,3263.869,177.1,93.0,230546,1.81
2002-01-11,1156.550048828125,1159.4100341796875,1145.449951171875,1148.952886785197,1145.5999755859375,1211900000,^GSPC,,,,1155.8526956372905,1152.3841057935406,1150.2412073560404,1146.7726175122905,1143.3040276685406,1159.3212854810404,1161.4641839185406,1164.9327737622905,1168.4013636060404,35.26252866126664,-0.8222445688336393,-0.14364906945084066,,,161593252.97643888,,,,,-3618100000.0,-95.70358357119743,,,,0.9906793903681508,0.9908908982283803,0.9912251993296246,0.9919197226223444,0.9200117136809249,3263.869,177.1,93.0,230546,1.71
2002-01-14,1145.5999755859375,1145.5999755859375,1138.1500244140625,1141.5727446980036,1138.4100341796875,1286400000,^GSPC,,,,1151.2709573789198,1145.9382056699353,1142.6436260800917,1137.3108743711073,1131.9781226621228,1156.6037090879042,1159.8982886777478,1165.2310403867323,1170.5637920957167,27.56593032440783,-1.5382255468705353,-0.46580315426437086,,,57211033.14228542,,,,,-4904500000.0,-141.9510054370086,,,,0.9861502336366398,0.9865715674081531,0.9872178569735303,0.9885015578826336,0.9813218885306004,3263.869,177.1,93.0,230546,1.78
2002-01-15,1138.4100341796875,1148.81005859375,1136.8800048828125,1144.8048014787482,1146.18994140625,1386900000,^GSPC,,,,1141.7742482326678,1138.9283668850114,1137.1701784084491,1134.3242970607928,1131.4784157131364,1144.6201295803241,1146.3783180568864,1149.2241994045428,1152.0700807521991,34.32637553836257,-1.8572626826501164,-0.777570862737549,,,512867766.7849485,,,,,-3517600000.0,-104.62720418198724,,,,0.990120317321409,0.9906642575282003,0.9914779022449275,0.9930174034185816,1.0459320936735732,3263.869,177.1,93.0,230546,1.75
