date,open,high,low,close,adjclose,volume,ticker,BB_UPPER,BB_MIDDLE,BB_LOWER,pivot,s1,s2,s3,s4,r1,r2,r3,r4,14 period RSI,MACD,SIGNAL,14 period STOCH %K,14 period stochastic RSI.,MFV,14 period ATR,MOM,14 period MFI,ROC,OBV,20 period CCI,14 period EMV,VIm,VIp,ema60,ema20,ema10,ema5,ema5Vol,realGDP_(qrt),consumerPriceIndex_(mo),consumerSentiment_(mo),retailSales_(mo),fedFundRate_(d)
2002-01-02,18.61111068725586,18.63888931274414,18.333332061767575,18.53888893127441,9.031805038452148,201420,UL,,,,,,,,,,,,,,0.0,0.0,,,69581.68314606427,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,3263.869,177.1,93.0,230546,1.92
2002-01-03,18.399999618530277,18.42222213745117,18.27777862548828,18.414956753070534,8.953312873840332,96480,UL,,,,18.503703435262043,18.386980565388996,18.314869054158525,18.198146184285477,18.08142331441243,18.62042630513509,18.69253781636556,18.80926068623861,18.925983556111657,0.0,-0.0027805296391889556,-0.0015447386884383087,,,156355.96115802927,,,,,-96480.0,-66.66666666666846,,,,0.9966739225721214,0.9967278281644952,0.9968054881369656,0.9969502503824976,0.6691635455680399,3263.869,177.1,93.0,230546,1.72
2002-01-04,18.19444465637207,18.233333587646484,18.0,18.236331706424412,8.850465774536133,201780,UL,,,,18.371652505336662,18.31647508376684,18.2823864149436,18.227208993373775,18.172031571803952,18.426829926906485,18.460918595729726,18.51609601729955,18.571273438869373,0.0,-0.00908209866701526,-0.004633820646871485,,,363321.33042365615,,,,,-298260.0,-100.0,,,,0.9913712522034631,0.9915468737084773,0.9918002942128864,0.9922731051387222,1.2085036310433472,3263.869,177.1,93.0,230546,1.61
2002-01-07,18.0,18.02777862548828,17.77777862548828,18.049944739654695,8.755731582641602,210780,UL,,,,18.15655509802363,18.067421667542675,18.012354940858103,17.923221510377147,17.83408807989619,18.245688528504587,18.30075525518916,18.389888685670115,18.47902211615107,0.0,-0.01845502705860369,-0.009315801138650687,,,611478.7187756293,,,,,-509040.0,-102.2564017023428,,,,0.9859786231292251,0.986336665884569,0.986853090740967,0.9878133672786719,1.164076261757564,3263.869,177.1,93.0,230546,1.61
2002-01-08,17.938888549804688,18.0,17.833332061767578,17.975914788575736,8.742203712463379,211320,UL,,,,17.951833996877085,17.856333996877083,17.797333996877086,17.701833996877085,17.606333996877083,18.047333996877086,18.106333996877083,18.201833996877085,18.297333996877086,0.0,-0.026105433503477826,-0.014310337182447432,,,761722.9422087189,,,,,-720360.0,-81.35244593670052,,,,0.9856144990911386,0.9861327769612006,0.9868749820921435,0.9882334414550868,1.1151474974057785,3263.869,177.1,93.0,230546,1.61
2002-01-09,17.91111183166504,18.02777862548828,17.844444274902344,17.95776173705578,8.744906425476074,212760,UL,,,,17.936415616781105,17.87274846437632,17.83341483095347,17.769747678548683,17.706080526143896,18.00008276918589,18.03941640260874,18.103083555013527,18.166750707418313,0.0,-0.030989905044762622,-0.018831427439168307,,,811973.3728313618,,,,,-933120.0,-66.8436384916411,,,,0.9872556950919272,0.9878920023351461,0.9887930094064249,0.9904034134590245,1.0892426564048372,3263.869,177.1,93.0,230546,1.74
2002-01-10,17.7722225189209,17.933332443237305,17.761110305786133,17.901760243316613,8.709721565246582,191700,UL,,,,17.943328212482132,17.873294490558305,17.830027583820023,17.759993861896195,17.689960139972367,18.01336193440596,18.056628841144242,18.12666256306807,18.196696284991898,0.0,-0.03612553593732315,-0.02320810493521906,,,933387.5104634922,,,,,-1124820.0,-77.41551886078439,,,,0.9865189794534451,0.9872793698683158,0.9883468576427866,0.9902187855350341,0.9856570970039731,3263.869,177.1,93.0,230546,1.81
2002-01-11,17.7722225189209,17.922222137451172,17.7722225189209,17.857746903114204,8.690771102905273,352440,UL,,,,17.865400997446685,17.799612140940337,17.75896771650186,17.693178859995513,17.627390003489165,17.931189853953033,17.97183427839151,18.037623134897856,18.103411991404204,0.0,-0.04108154953345533,-0.027503429782375403,,,982844.7187421301,,,,,-1477260.0,-72.58686103396805,,,,0.9861696250144699,0.9870552606962104,0.988288609919934,0.9904117464767873,1.5404360612162922,3263.869,177.1,93.0,230546,1.71
2002-01-14,17.799999237060547,17.88888931274414,17.72222137451172,17.840656177774818,8.688068389892578,173340,UL,,,,17.85073051982876,17.793430665550193,17.75803075557705,17.700730901298485,17.64343104701992,17.908030374107323,17.943430284080467,18.00073013835903,18.058029992637596,0.0,-0.04473635554968425,-0.03148432112760933,,,1055856.7047971424,,,,,-1650600.0,-75.64592432220422,,,,0.9869551411391494,0.9879492223309445,0.9893194376814228,0.9916237934915451,0.7975943050689059,3263.869,177.1,93.0,230546,1.78
2002-01-15,17.94444465637207,18.05555534362793,17.933332443237305,17.952197511972873,8.769266128540039,146880,UL,,,,17.817255621676892,17.753588469272106,17.714254835849257,17.65058768344447,17.586920531039684,17.88092277408168,17.920256407504528,17.983923559909314,18.0475907123141,19.59899987561775,-0.04093269272711808,-0.033601304843117935,,,954318.4744168201,,,,,-1503720.0,-20.811847013198435,,,,0.9938608107612151,0.9948467229928313,0.9961672738302996,0.9982553752677311,0.7223883048854419,3263.869,177.1,93.0,230546,1.75
